404.08	1655.4
409.808	1712.3
415.536	1748.9
421.264	1698.7
426.992	1616.5
432.72	1646.1
438.448	1769.1
444.176	1928.1
449.904	2017.9
455.632	2036.5
461.36	2025.2
467.088	2004.8
472.816	2008.4
478.544	2026.4
484.272	1938.3
490	1931.2
495.728	1946.1
501.456	1923.2
507.184	1929.2
512.912	1881.4
518.64	1826.2
524.368	1860.5
530.096	1896.7
535.824	1891.6
541.552	1869.5
547.28	1874.7
553.008	1871.4
558.736	1852.9
564.464	1840.5
570.192	1846.7
575.92	1851.7
581.648	1838.7
587.376	1805.9
593.104	1783
598.832	1772.4
604.56	1760.4
610.288	1734.6
616.016	1709.3
621.744	1695.2
627.472	1675.2
633.2	1663.9
638.928	1640.1
644.656	1619.3
650.384	1580.4
656.112	1541.8
661.84	1547
667.568	1543.7
673.296	1526.6
679.024	1497.1
684.752	1475.3
690.48	1457.6
696.208	1437
701.936	1409.3
707.664	1397.7
713.392	1378.7
719.12	1349
724.848	1342.8
730.576	1331.2
736.304	1297.4
742.032	1283.3
747.76	1277.6
753.488	1264.7
759.216	1241.5
764.944	1222.6
770.672	1207.8
776.4	1195.4
782.128	1186.1
787.856	1174.4
793.584	1157.7
799.312	1139.1
805.04	1125.7
810.768	1114.6
816.496	1095.5
822.224	1080.2
827.952	1073.3
833.68	1059.8
839.408	1042.1
845.136	1024.5
850.864	989.4
856.592	973.6
862.32	976.7
868.048	966.7
873.776	988.4
879.504	986.2
885.232	974.7
890.96	964.2
896.688	948.7
