404.08	1.23E-03
409.808	1.23E-03
415.536	1.27E-03
421.264	1.27E-03
426.992	1.27E-03
432.72	1.27E-03
438.448	1.27E-03
444.176	1.27E-03
449.904	1.27E-03
455.632	1.27E-03
461.36	1.27E-03
467.088	1.27E-03
472.816	1.27E-03
478.544	1.27E-03
484.272	1.27E-03
490	1.27E-03
495.728	1.27E-03
501.456	1.23E-03
507.184	1.23E-03
512.912	1.23E-03
518.64	1.23E-03
524.368	1.23E-03
530.096	1.23E-03
535.824	1.23E-03
541.552	1.23E-03
547.28	1.23E-03
553.008	1.23E-03
558.736	1.42E-03
564.464	2.49E-03
570.192	3.87E-03
575.92	3.86E-03
581.648	4.59E-03
587.376	9.36E-03
593.104	1.21E-02
598.832	8.74E-03
604.56	3.50E-03
610.288	1.47E-03
616.016	1.39E-03
621.744	2.52E-03
627.472	4.93E-03
633.2	5.02E-03
638.928	4.35E-03
644.656	6.72E-03
650.384	9.27E-03
656.112	7.42E-03
661.84	4.36E-03
667.568	1.99E-03
673.296	1.45E-03
679.024	6.08E-03
684.752	1.81E-02
690.48	2.95E-02
696.208	2.65E-02
701.936	2.13E-02
707.664	1.88E-02
713.392	2.77E-02
719.12	4.53E-02
724.848	5.11E-02
730.576	4.11E-02
736.304	2.29E-02
742.032	9.06E-03
747.76	4.78E-03
753.488	2.95E-02
759.216	9.66E-02
764.944	1.07E-01
770.672	4.26E-02
776.4	5.89E-03
782.128	3.76E-03
787.856	7.75E-03
793.584	1.19E-02
799.312	1.31E-02
805.04	1.46E-02
810.768	2.23E-02
816.496	3.51E-02
822.224	3.67E-02
827.952	3.10E-02
833.68	2.27E-02
839.408	1.44E-02
845.136	8.46E-03
850.864	5.89E-03
856.592	3.68E-03
862.32	1.71E-03
868.048	1.04E-03
873.776	1.29E-03
879.504	2.29E-03
885.232	6.06E-03
890.96	1.95E-02
896.688	5.10E-02
